device_id,customer_id,device_type,os,browser,ip_first_seen,last_seen,device_fingerprint
4a21da41-dc2c-487e-890b-cb19f1249032,0c7a645d-f86f-48aa-967e-6bc40c97e096,Mobile,Android,Chrome,159.87.147.176,2026-06-12,1e1613baf5f78a87704919f6151ca15e41b54839fe016b428f87130aeeccca23
6adf166c-ef3b-4396-94ed-fff20def047c,f441e4eb-0b9b-48c5-8384-d03885bfbb39,Mobile,Android,Chrome,175.55.234.101,2026-04-01,9905e632ecf832b8d00bac3cbfaa04960a7ec7ac6974d9a7ae31e7bf2b19740b
349c1aa6-6380-47b1-8a78-dbb29683c63e,dfcc3458-d161-4609-b0d0-1809d2565f86,Laptop,Windows,Chrome,25.95.183.11,2026-01-14,f04248ea5c17ec61404014be3fa5578a959bfad96a6e5ee6dfa294ab231f5ed7
e27c2eba-256a-416a-aa10-df9bdf93b249,3522ce25-7d28-48ed-b026-6256d58b3934,Laptop,Windows,Safari,27.239.185.37,2026-01-11,0afd8de65880020cafb7b508ee4502de341f24013d182e3576fd9079c1b5cbb7
dcde4e8e-ebad-488b-83d7-20e1df13ac42,b3ad2c4f-07c4-4e90-9f14-87fae3a7ba0d,Mobile,Android,Chrome,11.15.19.84,2026-01-27,cc036099b06e9db58f15a5ce7935e9ba1e373b812cd361877fa8e950f46cfccf
9b73a68c-1c48-4d9a-99d8-b12c9c4d816f,8ab77c27-c7f0-4acb-83a7-a5f266d90f2c,Mobile,Android,Edge,223.152.142.135,2026-06-11,2c02e5a1d99eddea59d1804c976c46b63726047cc2d39ef6b1aca828606786c0
7662dc46-638f-48ef-94a9-290f1d96689a,e0ad0713-ccc1-456c-964d-fc8233040248,Mobile,Android,Chrome,26.146.101.216,2026-01-04,878b79b945e1885152c596c59e81ead5cac4846decdb6e66d8118a7cf078202c
95d5740e-80a9-459b-b889-dd9d67ff0e79,8602a9c3-c9b1-4314-a22b-0e4f817bdf1c,Laptop,Windows,Chrome,146.180.55.240,2026-03-25,6bb6d27dd9672b108e5856f38bac84263759b86f3b473de14816bae9272f81e1
c9e3b892-749a-49cb-931f-0a5e68685a5b,fc82d0a6-e4fb-47d7-b8bc-0db1024e9c5f,Mobile,iOS,Safari,149.207.114.244,2026-05-30,6e361b76511c8a0c700e36fb88428de90cb3dbd637217cbadb25f2c7745364f2
0d277c0f-baad-432d-b358-59afa65aa402,193c7901-7d00-4e0b-803a-4d6d724f1ca8,Mobile,iOS,Chrome,138.221.233.246,2026-06-15,99599613c2f3723318078f8724b154e487a8da32c7420265134211cc101e86c2
df3409f8-8cdf-4227-a0c5-01900f5dd815,f25c7275-1f9c-4847-a262-b2c7b6673eec,Laptop,Windows,Edge,165.184.82.219,2026-02-14,7acc4042a9d57f9e47e5a8c3cf7e69f78032be8e30a87efff6da38c6c84b61e7
281a948b-d561-42d9-933b-001035c2e7b0,ed1aad8c-be64-4dfa-ae97-13ea427508c2,Mobile,Android,Chrome,8.7.76.60,2026-02-22,7409f745285971936b4c13ea9dc0d3e0fa371318bd0c27ca6ef100eee31118b8
c361f4fb-ce88-45ef-90c0-6136e4545c41,bed718e1-5af0-415e-baaa-8cdf7ca64dfc,Mobile,Android,Chrome,120.229.181.149,2026-01-24,5400fa61f2c7f65dd73e51af24a32406fe391d0d87af71ed39cd9da0b56636cf
55fffaed-6eec-460f-a83d-04f3a00f7f85,10dc1911-e536-48fe-9433-d6d65d95bd23,Laptop,Windows,Chrome,106.116.120.34,2026-04-12,6ac9e343aa5a7add2e3515e35009bff6e8d6e7bef6f217a8c9e9324278d73d18
3f315bc7-8b16-4131-86d1-0532a5faec10,e3e39fdb-3adc-43ae-a836-8c484bcd5ecd,Laptop,Windows,Chrome,33.9.125.141,2026-01-11,7809984b37316223dbe4083a4e2808cb404c065ea002cf317e4db42304ab5b5d
758e4039-2f83-4d3a-b95b-bc18ba6556bf,4383a6e0-e0ae-41c7-a99f-5d51b902d3f2,Mobile,iOS,Chrome,17.96.236.239,2026-02-26,4a2d1b7156ec22ab7bfae70e7072a7e7928bec373f6e1fb863ec365c7647d0bc
1fa1212e-6e18-458c-b38c-cac400f028c3,5f600cca-44c8-4de6-9234-d993a05079dc,Mobile,Android,Chrome,32.189.216.84,2026-04-14,1b839c83e6a6b9f8ab9c7d3af4995755e9d7e212d2296b550b20331b2b7b1676
c100f20b-707e-481f-9191-786e673d71c2,b94258c3-75f4-48b9-af5d-d48cf8b333bc,Mobile,Android,Chrome,171.220.178.173,2026-04-20,2cbbb1a11044c7bbbe62d33db14ab00e3b4c91dc6b1c575d116165a71ee76ce5
728d2561-bb9a-49f2-b892-eb4192505563,cff093f0-081c-4676-b739-9945e19e9795,Mobile,Android,Safari,6.35.118.169,2026-03-21,9660bd6e2a88892ead066f29b6b48c2e2dc01e4dab594b3ec06c2145fcf2337d
f3f2dfee-f682-473d-85e2-a1ff13a3a57d,397f0186-4789-4847-bb2d-f764016bc974,Laptop,Windows,Chrome,20.227.163.237,2026-05-19,c4acf22b3ff31707640f50b1a29499f3ec34cfb19888a565fd220a7bc0eb648b
3c72fe9f-a9cc-4599-9f51-62a53aa95526,5df90721-5df7-4c97-9efa-c39e74ed2979,Mobile,Android,Chrome,26.16.174.127,2026-04-08,3b4c181a2c5078d9350a7cc8accd71d1ae4cfe09002790c47ef0c043dd6fb7e4
2d3b6a7d-25e6-4af9-8854-0bcf3925e2de,1a1e3d42-25d6-4ce4-a4c3-9dfe6b7b742a,Mobile,Android,Chrome,56.5.24.236,2026-05-08,dc8e9b26e6a84838b6379e6d4d01b3edb535b4c76949dd6c31e03144d3d77ca3
986c9a57-1b07-4a5e-a03f-ce6553a7a5df,c8bdf244-430a-4b02-8f2e-aeb8558219ea,Laptop,macOS,Firefox,162.232.25.28,2026-03-11,b60c70a32e3df30929b9c6e78f7c301c6b55cfd71d1289093a008ace333aa0e7
eb69e357-c481-42eb-a073-78f8ba9f1999,3b1b57d1-6275-477d-9932-950d3651f1a5,Mobile,Android,Safari,8.161.222.43,2026-06-08,de85b43011d0c1363730395e9dc569347ad07772d802fdd0004c3752429081b7
40c7936b-ae88-4759-9c78-98e21eb8ab39,9286f594-6eca-4671-99dc-b570f6098956,Mobile,iOS,Safari,46.239.220.68,2026-05-08,efebc54c3c66992046e2e9c7745b0dcc53db63faa2345cdfa24810a200dfdb5d
6acac7eb-a47c-4d8a-a8a7-45046dc38f8d,218655d5-6fb1-4c5d-aefc-217f66181825,Mobile,Android,Chrome,32.26.168.77,2026-02-11,2db2247dc605ac5c4ed58fc47ad9f303d8813265e3659870ce836ee3c517d79f
9c466ecf-f965-4468-8f1c-d3762ceff29c,05393011-2e21-4478-b543-0ab109c98295,Mobile,Android,Edge,38.180.32.208,2026-04-15,62ada3f251af9bf97904a447073db9ece4f8e98e092fe4fad914913fa9cae82c
658e2113-26b7-41e9-94f1-27e14a93d55f,177f4e9e-4b50-468e-8d28-632c37b473e0,Laptop,Windows,Chrome,75.28.70.131,2026-04-06,2dc1ecd9079f5719da2f342a06c5221269e4615fa835e2602c64687669b7dea5
28ca3153-3120-41a2-8adb-df28271f76e5,905c887f-67a6-4649-9c28-cabe699fe697,Mobile,Android,Chrome,12.189.88.30,2026-02-11,ae87ce9c7418f8207836bd92a0bdafda295264e81d9309d66f0e5ef5fec9279e
cf333de9-41a6-4be2-bde4-25b262c63d49,cc75eeec-afc5-4ba7-994a-e951ea66f4d7,Laptop,Windows,Chrome,169.32.202.186,2026-01-23,89b02e2379fe2a5ad56d660482adbfb4fe16974b90f8ee44254c71f7fed00ad4
2c63c49e-0c36-4775-b464-dfecd9ddd93e,9a408d31-9cd8-4b6b-8487-e85ff176a92c,Mobile,Android,Edge,118.215.12.190,2026-04-29,299fc9ea8c2831c1252288d23751de032856433d5dc71a5c3c6d3c8123d68e13
b59a7b6d-4c8d-4331-8b8d-4b08f6502b7c,193c7901-7d00-4e0b-803a-4d6d724f1ca8,Mobile,Android,Edge,170.160.72.19,2026-06-18,371c395d6b065e084fd5cd3f1b43c7ab47646f5d496a80ba2dda5783b5db73dd
9dbd9084-15fa-49f3-94d6-218c3dc1a88f,9c356f60-346f-4a15-bc3d-52166124dbb0,Mobile,Android,Chrome,207.210.49.70,2026-03-06,5e5cd0788985c1cc2d84b0a04b64306df8ea40c2731da5140c612bdb7404381c
3f2bb4e4-dcc9-4c3d-9cde-5c54be670b61,eecb8fe8-4ce0-4957-9e35-3d8eea5c4f5b,Mobile,Android,Safari,167.66.181.182,2026-05-18,de891febd1be4c136f679f89dcb3aa010a8d400e4df3ed31ac7c52eb55d48c54
e54918b6-ab01-41dd-aff9-037f5dfab485,1398e3ea-3f61-4777-9e44-761a5df68dda,Mobile,Android,Safari,158.84.124.13,2026-03-07,a5255b4b418e2105d5fda3386ab6aa7c4ab4c398a04446b704eedbcd68274fef
58a71a7c-0f7d-4a1a-99ac-7ecd383174f4,f752713f-be98-4086-ab23-8a7343a726fe,Mobile,Android,Chrome,165.125.237.85,2026-02-17,67da4c527a6d3730a81e78db4fa98686076d82c517ec52144b08f796cba9f499
1170dcbd-2f56-4820-8ba7-365e3b677f2d,b121169c-f4e4-4fdf-b9fe-e29986642bf0,Laptop,Windows,Chrome,131.242.32.133,2026-03-21,4047ad8cc5bdf6a6d4bc8dbd2ba2d8b1bd2f0ab823d97cd37524b71106f7c3c0
99f08408-f409-43a1-ba3c-d019a22b4de9,23387c65-bdfe-42b0-8c0e-89c30702ea21,Mobile,Android,Chrome,119.73.113.100,2026-04-21,7ac261deff71c4ae68dbcc0ae17d4a5799a2bceb533c218eb5c26e8287a21f68
5a598789-b147-44b4-acfb-76d7400b931e,029249a1-ebf7-4493-a9a1-c66d24e17d11,Mobile,Android,Chrome,161.56.33.150,2026-05-28,9aeb40be183580e6c5e14188618868709a1ef90ff9ecc32bdcd7c3314738d848
f83c3cbd-1c6c-46d1-a3f0-b61e2a049665,c50fe46b-5ab8-477b-860c-2355ee938ac4,Mobile,Android,Edge,210.29.101.197,2026-06-17,d8bd7722a2ba15d7703f22f43db68065e03c73a4b04c89299515087c85f1e934
cffa7079-a69b-4b7c-83af-c9d3901b4663,3522ce25-7d28-48ed-b026-6256d58b3934,Mobile,Android,Chrome,207.147.211.87,2026-05-21,596d0e58e8e7f12dbe7879e21ac375703ae7b2c5a563847495150b714032d160
5058fc3f-128a-48e9-9b2f-200f3f98e9f3,f77cbeed-1539-4ee6-8914-7b5440d93e89,Mobile,Android,Chrome,31.58.144.241,2026-05-25,d58c122521cf8a61fd00b109c73f871977dfb435c5fef0f52289d874c586c282
fb15b28d-56d0-403b-afdd-4669f39205c7,867ec3f1-59a2-429e-bd9d-4f37c5d9fa9c,Laptop,Windows,Safari,98.102.252.43,2026-03-01,9dc7d538aa5da1bfb2eed9dc4e40db77c0880494eaa1f6efb2bf445747386c57
ed22f929-70ed-4121-9f42-b5c824e42169,6b4ab0fe-82aa-4cdf-9d74-44285714d590,Mobile,Android,Safari,120.43.195.32,2026-06-17,f7e2040f9178cf9bfb85af782b7fe0c665526ac7686a75a4061bfe56d23d8b00
4ae5f898-b9aa-4fd1-bf04-c117309a19d3,5fd68fb3-62c0-4e2e-8a00-f1019bfcae83,Mobile,Android,Safari,208.162.79.201,2026-01-11,eec9cc513edd58830ac0cc09ee6cc43658a80b5203a6f3390611ffbb94ae0f21
23baeeb0-5fed-4a3c-9a70-653d1fd46e60,f00972d2-1a20-4d45-9557-282a37b5e281,Laptop,Windows,Edge,131.20.66.135,2026-04-01,5a2256f2b91c8e731a1b41a35a0087f5ce9d257b3abaa40651511f94a1dc801b
c956f9be-24bb-4336-83aa-3f9c7d7de234,565c7b8b-11e1-42a6-8c96-849ac5ada509,Laptop,Windows,Edge,181.240.167.154,2026-03-22,e135edce866dab27c4ee625c5d5b8849c30108ad4025bc41a5e86b5a9e0f88bf
b371ebf1-e134-4bc2-8b3d-b2d84d5bab00,4c056622-97a3-4920-ac44-2fde4c0882c7,Mobile,iOS,Chrome,138.160.232.181,2026-02-19,d2a0c581eed64e0e1dfbb1fd38b30f169c59febfb5e7000d818523e054f22548
36b99cde-9dd6-4a0f-a4c0-31d6876e554a,0dc5f23a-3fc8-4632-abc1-f94a66c55e27,Laptop,Windows,Chrome,195.80.62.16,2026-05-17,aa51b0d54f3dbf570d357da29ac3c2097307d8807a4925010c1244f4d1825878
b4d300f5-d483-4b48-a694-9bc6c1b551d8,1f4708f3-94ff-4712-9973-7281be66214d,Mobile,Android,Edge,171.209.24.91,2026-06-04,4bc29fd599a00cb93a93caa182de1f4db22de5e06d4218b22de65dd543dc0edc
d9c2ea42-4667-4cf1-b82a-21716ee6ec61,75b6daf0-bb73-45a8-808a-04ec12192817,Mobile,Android,Chrome,62.237.27.188,2026-05-01,c80fde01c22d3cc7354b46e4be70ff4c8b22112c3c631b56b02f1331eabd306d
bd663448-08ee-4d6f-9b80-7ee72940a64c,fdb4c7e5-67ee-44f5-86f2-35ebb9e2e3f6,Mobile,Android,Edge,11.216.84.192,2026-01-12,c838ad36b8a4c101ba40e9ac681fd5fbdead27e55533c977eca872194505166a
4fa90204-cef9-4378-8d7b-348088f66749,839e0380-d509-440e-b57e-b45d970f3676,Mobile,Android,Chrome,177.23.154.104,2026-06-16,6d7ee7d5d06869dccd70557528235606cca6d646eb6c468e1a633622f96ed4aa
dcd53661-6a8e-4e2c-8fd2-a22c2b22b569,2d26f113-4fd5-42b1-9419-36d509688374,Laptop,Windows,Chrome,91.85.83.8,2026-02-14,e448fc5682a0da1fb97e33c07b34f1fc1f1cdca3890957b00067f3cc6d618891
f8fbfb61-88d2-4a35-a516-f18fabd8deb8,5040507e-b12e-4cb7-8322-658787485024,Mobile,iOS,Edge,186.94.133.63,2026-01-15,1ddd504336e525bd4a063bcd339a5116b1bf6c023e93fc72989c8736b3357787
3b0b1ebf-e6d6-4333-a1c9-705296cb83f6,4bbe789f-2b47-4c97-8809-4a39615bee47,Laptop,Windows,Chrome,197.78.151.129,2026-05-11,baec30c472b8a7df4c62fb475242303505302c9bfb7848b09e5fd108297685a1
7330e86d-2791-4d02-937e-5e64badc7db6,0c03526d-d6b8-4857-9a41-eeea45c44b94,Mobile,Android,Chrome,53.191.138.31,2026-04-17,2fe4b0180c69749e339502a4eec5f3a21ddd82dcbcf496a3bc3abc3f399e73a8
7aa0962b-4cd9-42cb-a592-4e71bc50b672,54f08e47-5dfb-4b19-a676-877539cd86ba,Mobile,iOS,Chrome,46.42.91.62,2026-02-15,f85158cce1b8ee09cadf1677d8f7c136ca34293e31db51d04ac300a693e8422b
b44315f6-f24f-4019-a619-3a7206d46756,6e33b4a3-5ab5-4449-b2fc-417e94f07afd,Mobile,Android,Chrome,114.169.42.226,2026-06-01,13c5939222ce88a0114f64ebbbfce4e30dff4b8c4cb001c02989ace63c1ec79a
e1b115ae-e68c-4996-ad21-1ea7bd8d5a48,eecb8fe8-4ce0-4957-9e35-3d8eea5c4f5b,Mobile,Android,Chrome,216.214.26.112,2026-05-28,00628c0bed15d2c550680b4044dc8edb288841663927d839f8a44fb31933e211
9dfc9b84-498d-4fe6-aa7d-f3191dd8ccf8,3e8f7512-f139-4e71-bf35-11fe82a00d71,Mobile,Android,Safari,98.57.34.251,2026-04-13,d7f224728f2cb0a8228a24a4f4c5f38067afc22abe47d9813be83b98f26b9a57
89f4d2dc-b2df-429f-8a7c-bfc4f85b3a51,ee6128fd-df0a-46c5-8a55-5abdd8a59e90,Mobile,Android,Edge,212.78.234.220,2026-05-13,5cb2e103b937ffa6af14ab65bec6f073010dfb8f23686d4f746e3c61dda61b16
91451e1e-bf3d-4db4-a60b-5de1c9eaa9f3,6e33b4a3-5ab5-4449-b2fc-417e94f07afd,Mobile,iOS,Chrome,29.92.42.6,2026-06-06,b2bad0c5f3b420d920a53a1e46e0746c4047d846b314c309d49044e06d889e44
ee70fbfc-76bc-4c3e-bfe7-eab2ce825a46,86ad747c-4a82-4113-bf1b-6dbc1823ea3e,Mobile,Android,Edge,105.198.187.207,2026-02-16,0766db72ceafdc043cabaf9e728d9abc1ad88ed7c6a6bd1f5884bde11a9e691b
e4920d31-31af-4850-bc12-3952840ced99,4541aec4-d512-4997-94e7-30abfb041d3b,Laptop,Windows,Edge,13.193.92.86,2026-02-16,5484d4f689c217b2123a0e1460bd24becdf3710c41c32e59fc146031deb0168c
f847e417-9b05-4e44-804c-76135d5f1d9d,ed1aad8c-be64-4dfa-ae97-13ea427508c2,Mobile,Android,Chrome,1.170.108.43,2026-05-04,ccf2cf37eb9a48934e49885ef2123726503dfb5d49e8b9f6ab5660e75ed23512
4d1d0bb4-eafb-4833-9cbf-33a0328e52ed,04c83939-56ba-47f6-bbe4-d44ee9879d6e,Mobile,iOS,Safari,101.19.180.61,2026-05-04,a0015fa5a2528ec4d63dc94e307e27cabc4c08b5c928d7914650864dd562d06d
5556b883-f858-4a4b-943b-e81c980685d9,a2ad6092-1291-4026-80ab-99a74fa77c30,Laptop,macOS,Edge,211.80.184.221,2026-05-01,02b9e2697865d4486a1c2e8b992aaef19c3190621b378d65f6b0903c44eda252
3c4fb7f6-4a07-4781-8fc4-b7577abd6554,97373898-032d-4d12-8529-6444ea26ff0c,Mobile,iOS,Chrome,38.145.1.109,2026-03-06,3b389cfd9ce5e91b3ace6962f2a7f106d3cfe37f8b0381ce3ace623c20809697
8a9761ce-5994-4471-9586-237a352816d6,2a658c19-5113-4813-bd36-0c05869d7712,Mobile,Android,Chrome,41.33.123.41,2026-05-07,8be546cd936cf6b0622d2a3e26e34ac367db032d8a32c8b1de39dbeef99eb8f3
3b9179f8-4b3c-4ab0-9ddd-286ccf1c87de,7d7698a9-f026-4490-b041-200366f10136,Mobile,Android,Safari,184.152.254.241,2026-04-25,dbbe7b48c99f255650dfcfb7b923d05f8dc7bbc5254f3b4bc1d0400dd69108f7
a7ef0a1b-0765-4a8c-a7ff-4bde03b45fe4,867ec3f1-59a2-429e-bd9d-4f37c5d9fa9c,Mobile,iOS,Edge,25.30.163.173,2026-03-29,b9824aa748fa47063abb8163f22d1aeae05169bfd4a42520b2859bcfdf6d19a6
75414e37-b36c-4723-a95b-34a5517fca72,aac4809f-a82d-4444-95c8-e1989699cb27,Mobile,Android,Safari,182.20.118.99,2026-03-18,59f22a61484e62c08cf1e07cd111e90d5851eae19cef8a0a2c50d76c66bec723
cccd529e-32cb-4865-9ebe-4c71b6c187bf,1a1e3d42-25d6-4ce4-a4c3-9dfe6b7b742a,Mobile,iOS,Firefox,29.218.111.112,2026-04-10,9f981d5f97e8a6a18bf17bbf80e9ee99acbabdae8714af6a3dcbfb5a33baaee7
534e6be1-2fd4-44c5-a98b-5b30337d7495,8ea2c831-4f03-4dc4-aa30-045c28fa5b83,Laptop,Windows,Chrome,42.5.36.230,2026-02-16,04d1727536b92467843638c270373fc1eecb6d926d9ee61f0473e0b1c166a516
7d23aebe-be3b-4b6f-abe2-1a427e75d713,4bd3210b-378c-4d90-9900-d9a300bd4ea7,Mobile,iOS,Safari,143.54.90.137,2026-02-08,70c7c5a9f0e515b36d08c3ff259fc9a061ef90edb3751d409f91b09080e89cec
4a39e85c-1eab-4dfa-b3c1-db8b17889846,44aa2a1b-d914-4d98-bf27-0c74f5c90835,Mobile,Android,Edge,220.190.121.109,2026-05-21,01e573a2c98c18da341adf080c1c95dc11ca0144450e7a9ccd1ec87a751a1da4
ddb815d8-1e3b-4b81-80d2-f9ac05ce47c5,10dc1911-e536-48fe-9433-d6d65d95bd23,Mobile,iOS,Chrome,97.20.115.230,2026-04-16,8c0f175af21a93f7e29fceb596682918703f4239c56ddb9b778b33624dedbe81
9fd04e7d-7e80-4c23-8b26-e2cf77239015,33ea0f04-911b-4d3e-9140-0b586b498c7c,Mobile,Android,Chrome,28.252.228.142,2026-02-25,36978e7f84ad2a3509ca395941f8fe49f1a41b3c38e4f6e2b099274ff5b23449
b56e3ad8-53f1-4ae6-8dcc-5b65fbefb61a,5e61385a-e5cb-4199-9c3a-bfef97483f86,Mobile,Android,Safari,206.252.67.36,2026-02-25,349408fc254e9552c31923b069f433d8285b0f5c64bc3c267047e824194d93b8
60c98c2d-1590-4829-baf7-eaf315940243,296c5b97-2d45-4c1d-b618-b2265664a8ad,Mobile,Android,Chrome,104.2.86.4,2026-03-17,83251d21872f98926331b466f8932327d63deea90961253ec3219f0352e6279b
e7bd8cb6-35d0-4031-b76b-2d13a9d7c13e,072d1490-9a28-4d6b-a604-6acbc47287f6,Mobile,Android,Chrome,32.201.32.143,2026-06-10,02713eb25bf0c16cd5fa35888280c414da79fceca76aeb1b97c2806509cc83fa
9eaf127e-1811-4c8e-ab7f-95844a22e68a,7ee80523-150b-4b84-8eda-2a857bc8a45e,Mobile,Android,Safari,73.246.9.153,2026-03-28,c1d1078bb8eea3ced8da7572bbb298fca747984d5eb17f8bbdb7b3d415e908cd
dd17d8b4-f94b-451d-bca2-993e0e2256e2,2a658c19-5113-4813-bd36-0c05869d7712,Mobile,Android,Chrome,158.161.233.249,2026-02-17,b15e86e3001667fa69270cf33a5865719fb167a751626242235da58701042825
0559038d-d84f-4609-a2e9-374c8b852613,b281e059-a2b5-4d51-85ec-0860b64b8813,Mobile,Android,Edge,191.103.60.244,2026-05-06,bb8332125c85c78b15e6bd28fb54ce2364527e4838f5fd36243108dfc55e52fd
ce5cf402-48c6-4251-a2bb-a509becf6ceb,69db0c0a-a783-43fa-8821-6b7ca12a5061,Mobile,iOS,Edge,216.142.43.249,2026-04-11,ce77531b910fabe810a9077e283ea941bd930293c6eb8c4b85c9f7485970f53e
5b1ccbba-a328-451e-aaee-e4b9c1751920,80413042-465d-4358-a250-a103d4acb448,Mobile,iOS,Chrome,14.61.66.211,2026-03-22,fe26258f470799fc67fd2d41794f55ab019ea5a29e8da74b9a262190635d506e
19b1d0ca-2a60-436e-b38f-56f5d444e650,da97b114-801c-473f-91e3-23917c5ba1bf,Mobile,Android,Chrome,151.199.56.29,2026-04-12,8ba3268ad2f0588562edd2ff3e115654a155487faba01e757f7e9404e9a769ab
3a71b018-2414-4d1c-9cfd-c7fec9dfe930,ea66fbc1-a239-4f87-b3ab-5182aa7d24f8,Mobile,Android,Chrome,168.55.244.139,2026-06-13,41abe0e1c1de850d7c6628e5a9b36fecc0319b46a489ba6497b921888ac794e4
1685fd23-d155-45d4-9192-70625b6959ef,6c99c632-b7d1-47b6-959e-94e709d61f4c,Mobile,Android,Firefox,19.47.161.229,2026-01-27,3a49adf437bed29fe3147634e6477c3a52068bd2debb1581cc22da366cf53ca7
a69be164-5e73-4f6a-9b66-9e3630da1af5,46c6f46a-4411-4052-8e0d-a21c46d40da9,Mobile,Android,Firefox,220.150.217.222,2026-04-14,08ce5cbecf0871ce70c6d5366f13df467633682af95d0c60d57a91ab0b91dcaa
e6e5198d-c299-4784-8036-65aaebc8192e,aba1249e-6dce-4c70-94bf-69b375b58c96,Mobile,Android,Chrome,193.140.172.115,2026-05-02,05a0f22e23da1e00799da9e4b360b82e57d2a48d1dc368db68e1c1a7dfb5eac3
8920750c-1710-48c7-9c1d-cf6dd3fc17da,dc28af5b-6645-48c9-8086-2696883a4d6f,Mobile,Android,Firefox,134.215.8.196,2026-04-27,f7949bf20f6b73b7c2d1b44f057b4bb5c3ea811082bf6d8d018016830b80e57e
ae2a73b5-9f61-43b7-a0b0-65a18d7240e9,e7b67320-fe47-4041-8696-d5879c48bb04,Mobile,Android,Chrome,123.111.68.116,2026-01-12,6ffa99901b6869ad1f293dd300a04a5c5a4cb3168e84a071c4281f5eb411db09
93e4d00e-c125-4ab0-a8ac-e607c3cf05b7,5de56598-5044-4c78-86f6-ee6555c8db85,Laptop,Windows,Edge,110.162.3.68,2026-02-17,b571720bc49ad1b2e4f960953b60a94bb4723e8db70e809f0706cd85ac8d7bef
65e2fbf2-6e6b-498f-b457-010562126a20,5a6bf114-0512-46c5-aaa5-b4ab1d4785f1,Laptop,Windows,Chrome,214.119.208.243,2026-05-28,32ebc5dea932dfe2fc4cb36baa5769a6a6d95b32b73f58dbece1ec246eba3113
dd95c93a-a9e1-478b-94a0-4f59508d8aa2,28b5b195-2961-46a9-a176-37cd1930393d,Tablet,iPadOS,Chrome,11.167.243.134,2026-02-26,bbc5d3c8ca41908b790991ec34934a2ce16e3c56378cc2e9f6f5e83bea821df1
b7b1928f-a49b-4980-b3ba-5346279cb9a5,31b7c967-3fd1-40c6-b537-2512e4e9c707,Mobile,Android,Chrome,219.41.238.150,2026-04-08,08d03ab75d3179a705f71cd7dd960ce517c82f11adfcebde2572acb7502ea0a6
2fc28c4a-7c4b-43ba-ad72-dc2355368c5e,bb9928ba-2293-4afb-94dd-610245512bf4,Mobile,Android,Edge,52.246.110.211,2026-04-02,9454131fccd766ee65bda0960503a7f3828a1d361b251e81ebe5f30dc769453b
587044bd-5782-4593-8e35-34f5493bffd2,ab9752ff-b5c6-41d3-a8f4-dd77db6a10f2,Mobile,Android,Edge,122.95.105.77,2026-05-18,8419be4bca469bf0d93d330e8c51b971e4bff0409cc19dae22b907cf8f0e1b8d
8e1867c1-97db-4fc6-90bd-cd61777f3bfa,bb12dd1d-a495-40a7-b9a4-1bbde997547d,Laptop,Windows,Chrome,73.249.100.70,2026-01-12,5c6bd6a130b99dbf35b87d0da23be98a9ff16fb9827abba63870e68b7b586fc3
879dc0b3-faa9-421b-8fcf-46c9f052a281,0dc5f23a-3fc8-4632-abc1-f94a66c55e27,Mobile,Android,Safari,210.18.172.89,2026-02-09,5a13636d08060f1d9cf8f60f4bd60f6d98caa673b68027767ec3efa13b8f0ff2
e6435d68-d987-4e95-8daa-a8b78d897f28,36187e0b-8d26-44f1-9a26-9189de27f442,Mobile,Android,Safari,7.1.218.42,2026-03-31,0d117dfe2b86ac180966a537a23676049ace4806e0668bfb53c4f0b96c87deba
ee94bbc1-ad1e-4f5e-a1ed-d6520a3a4b75,5f600cca-44c8-4de6-9234-d993a05079dc,Mobile,Android,Chrome,217.39.93.192,2026-03-17,b79777fdd9769a410c794a6faeb872390255cdd7cd2ad104ba84c089d0e842ee
4c172f6e-c0a4-4b2d-9c08-b983ff33e67a,708e3f72-fb6b-4c29-8dfc-9402591310d1,Mobile,Android,Chrome,151.100.152.144,2026-05-26,38904938cd4baa90cf544dbbd9f846ce6e3a782a3c54033e1ebc8377238e6625
d2746b80-927d-4a38-a6b8-79403d70c327,15c3495a-cfcd-415d-a9d6-076f07b09cac,Mobile,Android,Chrome,212.105.89.92,2026-05-05,c18d4e2c1f8364f6fac8f2bddb26f02b62338b1918b0458549fd6987ee305e36
57faf6d0-f02e-446f-b640-b1a25d008573,964bdbb7-bb62-4b8d-84d2-fb77b7e36b05,Laptop,Windows,Chrome,114.90.139.114,2026-01-08,886d94f0e0f1178011023baadd2a81a51184f835acd26fd9ee524630a0de2de4
d27fc7c8-b190-480f-914f-14c537f7940b,120206cb-5b1e-4a60-ae00-61874164e06a,Laptop,Windows,Edge,1.72.141.38,2026-04-09,382ebfb4f1b4a3be73f4f244267aabbfe4efa34f71c3d902f23b4c7c21776ebf
74a8cba2-4ac2-4bc2-84cc-0cba50eeee9b,b23ccd26-06cc-4eef-9de9-fa5fc118927a,Mobile,Android,Chrome,222.90.243.216,2026-03-22,a9bcd29226d457e676f63d08c30830edaaf6b93e1961d76da630b2682d6da692
e34ca7d0-e30b-4f98-ab5e-2ae57eeab12f,ae682225-2c73-46eb-895f-6ed8f02f47f0,Mobile,Android,Chrome,107.40.114.102,2026-06-02,8adbd1a002b5cf03bebfd03bd53d0bc9119f148e2e07aa3211690214175634c3
8a68aa7e-d57a-496e-93f4-77d5709f4a71,d1a6b347-172a-441a-bd74-d461b49fd11f,Mobile,Android,Chrome,221.181.45.189,2026-05-01,8b6d96ff6597509b4dd6f843f23ef2565614ef5eba9a757f7fe76ae39b92a463
